df_paper_title,df_paper_URL,df_paper_Author,df_Author_URL
Competition and collaboration using a social and gamified online learning platform,https://pureportal.coventry.ac.uk/en/publications/competition-and-collaboration-using-a-social-and-gamified-online--2,"Merry, S. K.",https://pureportal.coventry.ac.uk/en/persons/sarah-kate-merry
Competition and collaboration using a social and gamified online learning platform,https://pureportal.coventry.ac.uk/en/publications/competition-and-collaboration-using-a-social-and-gamified-online--2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Cross acclimation between heat and hypoxia: Heat acclimation improves cellular tolerance and exercise performance in acute normobaric hypoxia,https://pureportal.coventry.ac.uk/en/publications/cross-acclimation-between-heat-and-hypoxia-heat-acclimation-impro-2,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee
Cross acclimation between heat and hypoxia: Heat acclimation improves cellular tolerance and exercise performance in acute normobaric hypoxia,https://pureportal.coventry.ac.uk/en/publications/cross-acclimation-between-heat-and-hypoxia-heat-acclimation-impro-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Cross acclimation between heat and hypoxia: Heat acclimation improves cellular tolerance and exercise performance in acute normobaric hypoxia,https://pureportal.coventry.ac.uk/en/publications/cross-acclimation-between-heat-and-hypoxia-heat-acclimation-impro-2,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
"Dose-response between pedometer assessed physical activity, functional fitness and fatness in healthy adults aged 50-80 years",https://pureportal.coventry.ac.uk/en/publications/dose-response-between-pedometer-assessed-physical-activity-functi-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"Dose-response between pedometer assessed physical activity, functional fitness and fatness in healthy adults aged 50-80 years",https://pureportal.coventry.ac.uk/en/publications/dose-response-between-pedometer-assessed-physical-activity-functi-2,"Leddington-Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright
Dual task performance in older adults: examining visual discrimination whilst treadmill walking at preferred and non-preferred speeds,https://pureportal.coventry.ac.uk/en/publications/dual-task-performance-in-older-adults-examining-visual-discrimina-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Dual task performance in older adults: examining visual discrimination whilst treadmill walking at preferred and non-preferred speeds,https://pureportal.coventry.ac.uk/en/publications/dual-task-performance-in-older-adults-examining-visual-discrimina-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Dual task performance in older adults: examining visual discrimination whilst treadmill walking at preferred and non-preferred speeds,https://pureportal.coventry.ac.uk/en/publications/dual-task-performance-in-older-adults-examining-visual-discrimina-2,"Eyre, E. L. J.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Dual task performance in older adults: examining visual discrimination whilst treadmill walking at preferred and non-preferred speeds,https://pureportal.coventry.ac.uk/en/publications/dual-task-performance-in-older-adults-examining-visual-discrimina-2,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright
"Effective microorganism – X attenuates circulating superoxide dismutase following an acute bout of intermittent running in hot, humid conditions",https://pureportal.coventry.ac.uk/en/publications/effective-microorganism-x-attenuates-circulating-superoxide-dismu-2,"Lee, B. J.",https://pureportal.coventry.ac.uk/en/persons/ben-lee
Effect Of Coffee And Caffeine Ingestion On Resistance Exercise Performance,https://pureportal.coventry.ac.uk/en/publications/effect-of-coffee-and-caffeine-ingestion-on-resistance-exercise-pe-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
"Evaluating the effects of caffeine and sodium bicarbonate, ingested individually or in combination, and a taste-matched placebo on high-intensity cycling capacity in healthy males",https://pureportal.coventry.ac.uk/en/publications/evaluating-the-effects-of-caffeine-and-sodium-bicarbonate-ingeste-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
"Evaluating the effects of caffeine and sodium bicarbonate, ingested individually or in combination, and a taste-matched placebo on high-intensity cycling capacity in healthy males",https://pureportal.coventry.ac.uk/en/publications/evaluating-the-effects-of-caffeine-and-sodium-bicarbonate-ingeste-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"Evaluating the effects of caffeine and sodium bicarbonate, ingested individually or in combination, and a taste-matched placebo on high-intensity cycling capacity in healthy males",https://pureportal.coventry.ac.uk/en/publications/evaluating-the-effects-of-caffeine-and-sodium-bicarbonate-ingeste-2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Examining Relative Age Effects in Fundamental Skill Proficiency in British Children Aged 6–11 Years,https://pureportal.coventry.ac.uk/en/publications/examining-relative-age-effects-in-fundamental-skill-proficiency-i-2,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
Examining Relative Age Effects in Fundamental Skill Proficiency in British Children Aged 6–11 Years,https://pureportal.coventry.ac.uk/en/publications/examining-relative-age-effects-in-fundamental-skill-proficiency-i-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Exercise and Academic Achievement in Children: Effects of Acute Class-Based Circuit Training,https://pureportal.coventry.ac.uk/en/publications/exercise-and-academic-achievement-in-children-effects-of-acute-cl-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Exercise and Academic Achievement in Children: Effects of Acute Class-Based Circuit Training,https://pureportal.coventry.ac.uk/en/publications/exercise-and-academic-achievement-in-children-effects-of-acute-cl-2,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Exploring the relationship between exposure to technological and gastrointestinal stress and probiotic functional properties of lactobacilli and bifidobacteria,https://pureportal.coventry.ac.uk/en/publications/exploring-the-relationship-between-exposure-to-technological-and--2,"Amund, O. D.",https://pureportal.coventry.ac.uk/en/persons/daniel-amund
Functional Symbology - Evaluation of task-specific Head-Up Display information for use on a commercial flight deck,https://pureportal.coventry.ac.uk/en/publications/functional-symbology-evaluation-of-task-specific-head-up-display--2,"Scott, S.",https://pureportal.coventry.ac.uk/en/persons/steve-scott
Hydrocarbon Biodegradation in Hard Infrastructure,https://pureportal.coventry.ac.uk/en/publications/hydrocarbon-biodegradation-in-hard-infrastructure,"Coupe, S. J.",https://pureportal.coventry.ac.uk/en/persons/steve-coupe
Hydrocarbon Biodegradation in Hard Infrastructure,https://pureportal.coventry.ac.uk/en/publications/hydrocarbon-biodegradation-in-hard-infrastructure,"Sañudo Fontaneda, L. A.",https://pureportal.coventry.ac.uk/en/persons/luis-sa%C3%B1udo-fontaneda
"Letter to the Editor concerning “Prospective study using anterior approach did not show association between Modic 1 changes and low grade infection in lumbar spine” by Rigal J, et al.: Eur Spine J; 2016 Apr; 25(4):1000–5",https://pureportal.coventry.ac.uk/en/publications/letter-to-the-editor-concerning-prospective-study-using-anterior--2,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason
Love builds episode 5,https://pureportal.coventry.ac.uk/en/publications/love-builds-episode-5-2,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund
Love builds episode 6,https://pureportal.coventry.ac.uk/en/publications/love-builds-episode-6-2,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund
Love builds episodes 1-6 synopsis,https://pureportal.coventry.ac.uk/en/publications/love-builds-episodes-1-6-synopsis-2,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund
Match play demands of 11 versus 11 professional football using Global Positioning System tracking: Variations across common playing formations,https://pureportal.coventry.ac.uk/en/publications/match-play-demands-of-11-versus-11-professional-football-using-gl-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Match play demands of 11 versus 11 professional football using Global Positioning System tracking: Variations across common playing formations,https://pureportal.coventry.ac.uk/en/publications/match-play-demands-of-11-versus-11-professional-football-using-gl-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Measurement of saliva flow rate in healthy young humans: influence of collection time and mouthrinse water temperature,https://pureportal.coventry.ac.uk/en/publications/measurement-of-saliva-flow-rate-in-healthy-young-humans-influence-2,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Metal Oxide Semiconductors for Drug Marker and Cigarette Detection,https://pureportal.coventry.ac.uk/en/publications/metal-oxide-semiconductors-for-drug-marker-and-cigarette-detectio,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez
Monoterpene emission from young scots pine may be influenced by nutrient availability,https://pureportal.coventry.ac.uk/en/publications/monoterpene-emission-from-young-scots-pine-may-be-influenced-by-n,"González-Méndez, R.",https://pureportal.coventry.ac.uk/en/persons/ramon-gonzalez-mendez
Morphological differences between habitats are associated with physiological and behavioural trade-offs in stickleback (Gasterosteus aculeatus),https://pureportal.coventry.ac.uk/en/publications/morphological-differences-between-habitats-are-associated-with-ph-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Morphological differences between habitats are associated with physiological and behavioural trade-offs in stickleback (Gasterosteus aculeatus),https://pureportal.coventry.ac.uk/en/publications/morphological-differences-between-habitats-are-associated-with-ph-2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Multivariate analyses of individual variation in soccer skill as a tool for talent identification and development: utilising evolutionary theory in sports science,https://pureportal.coventry.ac.uk/en/publications/multivariate-analyses-of-individual-variation-in-soccer-skill-as--2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Multivariate analyses of individual variation in soccer skill as a tool for talent identification and development: utilising evolutionary theory in sports science,https://pureportal.coventry.ac.uk/en/publications/multivariate-analyses-of-individual-variation-in-soccer-skill-as--2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Placebo effects of caffeine on maximal voluntary concentric force of the knee flexors & extensors,https://pureportal.coventry.ac.uk/en/publications/placebo-effects-of-caffeine-on-maximal-voluntary-concentric-force-2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Placebo effects of caffeine on maximal voluntary concentric force of the knee flexors & extensors,https://pureportal.coventry.ac.uk/en/publications/placebo-effects-of-caffeine-on-maximal-voluntary-concentric-force-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Preparation of Paralympic Athletes; Environmental Concerns and Heat Acclimation,https://pureportal.coventry.ac.uk/en/publications/preparation-of-paralympic-athletes-environmental-concerns-and-hea-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
"Relationship between physical activity levels and body fat of children aged 8–9, from UK schools in low socioeconomic areas",https://pureportal.coventry.ac.uk/en/publications/relationship-between-physical-activity-levels-and-body-fat-of-chi-2,"King, A.",https://pureportal.coventry.ac.uk/en/persons/andrew-king
"Relationship between physical activity levels and body fat of children aged 8–9, from UK schools in low socioeconomic areas",https://pureportal.coventry.ac.uk/en/publications/relationship-between-physical-activity-levels-and-body-fat-of-chi-2,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
